Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDC29,8.39,1,116.0176,OUT049,1603.2464,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDV50,14.3,2,121.973,OUT013,2709.806,31,Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDF11,10.195,1,239.8538,OUT017,4086.0146,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDN09,14.15,1,245.3828,OUT018,1705.7796,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRG37,16.2,1,153.7972,OUT045,1402.1748,16,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
NCV06,12.792854228644991,2,195.2478,OUT027,7168.6686,33,Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
DRJ13,12.65,2,159.9578,OUT010,962.7468,20,Viz,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
DRF25,12.792854228644991,1,37.319,OUT027,1281.665,33,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDE53,10.895,1,107.228,OUT010,426.112,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDS08,5.735,1,176.337,OUT046,1764.37,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDO23,17.85,0,93.7436,OUT017,1701.7848,11,High Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDT07,5.82,2,255.433,OUT046,4357.661,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCX29,10.0,2,146.9102,OUT035,3207.8244,14,Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDG22,17.6,1,38.119,OUT035,732.38,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
DRJ47,12.792854228644991,1,173.308,OUT027,6751.212,33,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDL43,10.1,1,77.567,OUT013,306.268,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDZ43,12.792854228644991,1,241.2512,OUT027,8239.9408,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDZ21,17.6,1,97.241,OUT046,193.082,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDJ50,8.645,1,53.3982,OUT035,1209.7586,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDV35,19.5,2,155.9314,OUT046,3878.285,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDW56,7.68,2,190.8162,OUT017,2693.8268,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRL35,15.7,1,43.277,OUT045,649.155,16,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDR01,5.405,1,199.0742,OUT045,4777.7808,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDS24,20.85,1,86.9514,OUT045,1416.8224,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCL17,7.39,2,140.4812,OUT017,2422.1804,11,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDS13,6.465,3,263.1884,OUT018,2914.8724,9,,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDB59,18.25,1,197.6084,OUT045,2380.9008,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDW26,12.792854228644991,2,222.3772,OUT027,1556.6404,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDQ12,12.792854228644991,1,230.001,OUT019,689.103,33,Low Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDX59,10.195,1,31.9558,OUT013,373.5138,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDL36,15.1,2,91.583,OUT017,539.298,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDQ55,13.65,1,114.8834,OUT018,1612.5676,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDV46,12.792854228644991,1,141.418,OUT019,559.272,33,Low Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDM28,12.792854228644991,2,181.466,OUT019,179.766,33,Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDT40,5.985,2,125.2678,OUT017,763.0068,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRJ11,9.5,0,189.9872,OUT010,756.3488,20,High Viz,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
FDD51,11.15,3,44.7744,OUT045,181.0976,16,,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCT17,12.792854228644991,1,188.6214,OUT027,6029.4848,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCW17,18.0,1,126.8994,OUT046,3083.9856,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
NCY29,12.792854228644991,0,56.293,OUT019,113.186,33,High Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
DRH36,16.2,3,73.4696,OUT013,2087.9488,31,,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
FDB17,13.15,1,179.7976,OUT049,2535.3664,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCA17,20.6,1,148.4392,OUT013,1789.6704,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDT27,11.395,2,234.6616,OUT046,4687.232,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDR32,6.78,2,229.5694,OUT013,3425.541,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDG41,8.84,2,110.7228,OUT049,1657.842,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDX25,16.7,2,184.0292,OUT046,3101.2964,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDG56,13.3,2,63.2536,OUT017,1347.5792,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDN16,12.6,1,102.399,OUT017,2270.378,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDD47,7.6,0,172.3448,OUT035,2556.672,14,High Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDR12,12.6,1,170.5764,OUT013,3779.0808,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDS33,6.67,2,90.0514,OUT049,1505.3738,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
NCC55,10.695,1,36.7848,OUT035,782.9808,14,Low Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDA38,12.792854228644991,1,241.1538,OUT019,480.7076,33,Low Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDK44,16.6,2,173.5738,OUT035,1911.5118,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDZ57,10.0,1,127.2994,OUT046,642.497,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCN14,19.1,2,185.2608,OUT017,1470.0864,11,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
NCB06,17.6,0,161.792,OUT010,159.792,20,High Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
DRL01,19.5,2,235.3958,OUT049,6309.7866,19,Viz,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
FDU10,10.1,1,38.4848,OUT049,633.8416,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
NCS38,8.6,2,112.6176,OUT018,3091.9752,9,Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDQ16,19.7,1,109.1912,OUT013,1637.868,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDS40,15.35,1,37.219,OUT017,805.618,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDE36,5.26,1,162.6868,OUT017,3767.0964,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDV31,9.8,2,175.337,OUT045,529.311,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCD42,16.5,1,39.3506,OUT045,645.1602,16,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDT20,10.5,1,40.1164,OUT035,849.5608,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCN19,13.1,1,191.353,OUT018,1328.271,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDW21,12.792854228644991,1,98.8358,OUT027,2010.716,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDF34,9.3,1,196.5084,OUT045,4364.9848,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDI28,14.3,1,79.6302,OUT045,792.302,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDG44,12.792854228644991,3,55.7298,OUT027,2804.3496,33,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRF60,10.8,1,240.3564,OUT045,4290.4152,16,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDQ36,12.792854228644991,3,38.1848,OUT019,37.2848,33,,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
FDP34,12.85,0,157.763,OUT018,2659.871,9,High Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDA20,6.78,2,184.624,OUT035,5406.296,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDE41,9.195,1,85.5566,OUT035,930.1226,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
DRK47,7.905,1,229.2694,OUT046,1826.9552,21,Low Viz,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDY10,17.6,1,115.4176,OUT017,1145.176,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDI02,15.7,2,112.0202,OUT017,3150.5656,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDE41,12.792854228644991,3,83.7566,OUT019,253.6698,33,,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
FDZ52,19.2,2,112.7886,OUT013,1779.0176,31,Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDG50,7.405,1,92.7146,OUT018,1185.7898,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRL01,19.5,2,233.9958,OUT010,467.3916,20,Viz,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
FDV48,9.195,1,78.1644,OUT017,1414.1592,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDR48,11.65,0,151.1024,OUT045,1518.024,16,High Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCD54,21.1,1,146.1786,OUT013,3034.0506,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
NCT54,8.695,2,93.2094,OUT017,666.4658,11,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDH02,7.27,1,89.0488,OUT013,181.0976,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
NCD43,8.85,1,105.6964,OUT013,210.3928,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDE46,18.6,1,152.9366,OUT035,1662.5026,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCO42,12.792854228644991,1,144.6102,OUT027,3791.0652,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDR40,9.1,1,78.7618,OUT049,402.809,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDG24,7.975,1,82.425,OUT049,749.025,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCO17,10.0,2,121.444,OUT017,2516.724,11,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDF22,6.865,1,214.0218,OUT046,5556.7668,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDC59,16.7,1,65.5168,OUT035,1022.6688,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
NCY18,7.285,1,174.9054,OUT010,525.3162,20,Low Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
DRE48,8.43,1,196.2768,OUT045,1576.6144,16,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDB56,8.75,2,187.6556,OUT049,5257.1568,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDL20,12.792854228644991,2,111.1886,OUT027,4447.544,33,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCZ53,12.792854228644991,1,190.4214,OUT027,5652.642,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
DRM35,9.695,2,177.5344,OUT035,3033.3848,14,Viz,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
FDV16,7.75,2,35.2558,OUT046,780.9834,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDY19,19.75,1,115.8466,OUT013,2474.7786,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDM15,11.8,1,152.4366,OUT017,3929.5516,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDP12,9.8,1,36.8874,OUT049,564.5984,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDT21,7.42,1,248.0092,OUT013,1245.046,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
DRE49,20.75,1,151.8024,OUT010,151.8024,20,Low Viz,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
FDN16,12.6,1,103.999,OUT049,825.592,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDE04,19.75,1,179.566,OUT018,2696.49,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDC51,10.895,1,122.973,OUT013,1231.73,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDO04,16.6,1,53.5614,OUT018,939.4438,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDD41,6.765,2,105.3306,OUT017,2090.612,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDI45,13.1,1,175.8054,OUT045,2801.6864,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCB18,12.792854228644991,1,89.5514,OUT027,3364.9532,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDW51,6.155,2,213.956,OUT017,2343.616,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCK07,10.65,1,164.1526,OUT046,1808.9786,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDZ45,12.792854228644991,2,197.9084,OUT019,992.042,33,Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDB37,20.25,1,241.8538,OUT046,5768.4912,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDZ60,20.5,2,106.0596,OUT035,970.7364,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDN04,11.8,1,176.8344,OUT013,3568.688,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDW47,15.0,1,120.0414,OUT013,3533.4006,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDB17,13.15,1,180.7976,OUT013,6157.3184,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDR56,15.5,2,198.9768,OUT018,4729.8432,9,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDU55,12.792854228644991,1,260.6278,OUT027,9371.8008,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDH40,11.6,2,81.7276,OUT017,1949.4624,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDH05,14.35,2,231.8984,OUT049,4633.968,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDX58,13.15,1,182.695,OUT045,4211.185,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDC51,10.895,1,121.673,OUT035,1970.768,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
NCR05,10.1,1,199.5084,OUT017,3372.9428,11,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
DRH25,18.7,1,50.8324,OUT017,934.7832,11,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
NCR53,12.15,0,224.0404,OUT049,3375.606,19,High Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDS04,10.195,0,138.6838,OUT046,2388.2246,21,High Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDC03,8.575,2,193.3794,OUT013,780.3176,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDP44,16.5,0,102.2332,OUT010,102.5332,20,High Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDK16,9.065,2,95.3094,OUT018,1713.7692,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCC30,16.6,1,178.7344,OUT046,1605.9096,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
NCO54,19.5,1,57.1614,OUT018,1381.535,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCP41,16.6,1,106.2596,OUT010,215.7192,20,Low Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
DRE27,11.85,0,98.0726,OUT049,1076.5986,19,High Viz,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FDQ10,12.85,1,170.6422,OUT013,2931.5174,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCU42,9.0,1,170.0474,OUT049,4211.185,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDX43,5.655,2,165.85,OUT035,1830.95,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCD19,8.93,1,55.1614,OUT046,939.4438,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
NCI54,15.2,1,108.1912,OUT035,1856.2504,14,Low Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDS37,7.655,1,114.1492,OUT010,115.8492,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDO25,12.792854228644991,2,209.027,OUT027,4613.994,33,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDS57,15.5,2,143.547,OUT049,1431.47,19,Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDI52,18.7,2,122.1072,OUT049,490.0288,19,Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
DRK12,9.5,1,31.89,OUT018,366.19,9,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDG40,13.65,1,34.4558,OUT017,611.2044,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDU49,19.5,1,86.254,OUT045,2163.85,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDR49,8.71,3,46.5376,OUT013,575.2512,31,,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDF40,12.792854228644991,1,247.8092,OUT019,498.0184,33,Low Viz,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
DRE03,19.6,1,46.3718,OUT017,661.8052,11,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDR55,12.792854228644991,0,189.1872,OUT027,5294.4416,33,High Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
NCU05,11.8,1,82.3618,OUT035,1208.427,14,Low Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDR36,6.715,2,40.3454,OUT017,838.908,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCM30,19.1,2,39.6796,OUT013,660.4736,31,Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDH24,20.7,1,156.6288,OUT049,3928.22,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
DRO47,10.195,2,113.986,OUT018,452.744,9,Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDQ49,20.2,1,155.163,OUT017,782.315,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
DRJ37,10.8,1,151.9024,OUT046,2580.6408,21,Low Viz,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
NCJ42,19.75,1,100.8332,OUT018,1537.998,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDD05,19.35,1,120.9098,OUT049,1687.1372,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDC39,7.405,0,206.6296,OUT018,3115.944,9,High Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCY06,15.25,1,128.8968,OUT045,2348.9424,16,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
NCS06,12.792854228644991,1,263.591,OUT019,262.991,33,Low Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
FDE16,8.895,1,207.8954,OUT045,3542.7218,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCQ50,18.75,1,215.2218,OUT046,4701.8796,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDX50,20.1,2,110.3228,OUT046,1768.3648,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCL41,12.35,1,35.7216,OUT017,519.324,11,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDM58,16.85,2,111.8544,OUT018,1677.816,9,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDH35,18.25,2,166.3526,OUT010,164.4526,20,Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDS50,17.0,1,219.8114,OUT049,1108.557,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDT09,12.792854228644991,1,133.2284,OUT027,4350.3372,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDR60,14.3,0,76.7328,OUT018,1312.9576,9,High Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDG22,17.6,1,35.019,OUT046,659.142,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDL52,12.792854228644991,1,37.9506,OUT027,910.8144,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
DRJ39,20.25,1,218.3482,OUT018,2409.5302,9,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDW45,18.0,1,145.1418,OUT017,2648.5524,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCQ38,16.35,1,106.028,OUT045,1065.28,16,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDB26,14.0,1,53.764,OUT017,798.96,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
DRG48,5.78,1,145.2102,OUT046,3062.0142,21,Low Viz,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDH10,21.0,2,191.8478,OUT010,774.9912,20,Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDP28,13.65,2,262.8936,OUT049,4958.8784,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDJ44,12.3,0,173.1396,OUT010,697.7584,20,High Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDI07,12.35,1,196.9426,OUT045,2768.3964,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
DRJ24,11.8,2,185.1924,OUT017,2591.2936,11,Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
DRL47,19.7,1,127.3362,OUT035,755.0172,14,Low Viz,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
FDP38,10.1,1,50.9008,OUT013,354.2056,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDO23,17.85,0,94.1436,OUT013,1607.2412,31,High Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCE54,20.7,1,74.6354,OUT013,1053.2956,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDS52,8.89,1,99.7016,OUT046,1922.8304,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDW01,14.5,1,153.4682,OUT035,1677.1502,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCF07,9.0,1,100.8016,OUT017,1113.2176,11,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
DRE15,13.35,1,77.5012,OUT018,1518.024,9,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDR58,6.675,1,92.3462,OUT046,2406.2012,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDL24,10.3,1,173.0422,OUT013,2069.3064,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDQ25,12.792854228644991,1,173.7422,OUT027,3621.2862,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDX56,17.1,2,207.0638,OUT013,4969.5312,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDD20,14.15,1,123.6046,OUT018,1245.046,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRF60,10.8,1,236.5564,OUT017,5243.8408,11,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDW13,8.5,2,51.3324,OUT018,934.7832,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDF09,6.215,1,39.2848,OUT013,521.9872,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDY45,17.5,3,253.0356,OUT035,4578.0408,14,,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDR26,20.7,1,178.3028,OUT045,1062.6168,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDZ01,8.975,1,103.399,OUT046,2579.975,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDH53,20.5,1,83.9592,OUT010,165.1184,20,Low Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDG52,13.65,2,46.1402,OUT018,459.402,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDW50,13.1,2,167.5158,OUT045,1504.0422,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX49,4.615,2,232.23,OUT035,5126.66,14,Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDJ44,12.3,2,172.8396,OUT046,2616.594,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
